0.001	0.200375	-1.85149	-1.65111
1	0.20331	-1.85442	-1.65111
2	0.208052	-1.85917	-1.65111
3	0.202802	-1.85392	-1.65111
4	0.203707	-1.85482	-1.65111
5	0.21395	-1.86506	-1.65111
6	0.203774	-1.85489	-1.65111
7	0.196821	-1.84793	-1.65111
8	0.199198	-1.85031	-1.65111
9	0.205832	-1.85695	-1.65111
10	0.203275	-1.85439	-1.65111
11	0.201342	-1.85246	-1.65111
12	0.199663	-1.85078	-1.65111
13	0.198083	-1.8492	-1.65111
14	0.202353	-1.85347	-1.65111
15	0.202341	-1.85345	-1.65111
16	0.202717	-1.85383	-1.65111
17	0.205628	-1.85674	-1.65111
18	0.194353	-1.84547	-1.65111
19	0.206249	-1.85736	-1.65111
20	0.201701	-1.85281	-1.65111
21	0.207053	-1.85817	-1.65111
22	0.203902	-1.85502	-1.65111
23	0.209378	-1.86049	-1.65111
24	0.204947	-1.85606	-1.65111
25	0.19555	-1.84666	-1.65111
26	0.202391	-1.8535	-1.65111
27	0.20593	-1.85704	-1.65111
28	0.209288	-1.8604	-1.65111
29	0.205301	-1.85642	-1.65111
30	0.207146	-1.85826	-1.65111
31	0.20452	-1.85563	-1.65111
32	0.209428	-1.86054	-1.65111
33	0.208914	-1.86003	-1.65111
34	0.198002	-1.84912	-1.65111
35	0.201904	-1.85302	-1.65111
36	0.199555	-1.85067	-1.65111
37	0.205041	-1.85615	-1.65111
38	0.202594	-1.85371	-1.65111
39	0.203993	-1.85511	-1.65111
40	0.204142	-1.85526	-1.65111
41	0.197907	-1.84902	-1.65111
42	0.190747	-1.84186	-1.65111
43	0.200284	-1.8514	-1.65111
44	0.204482	-1.8556	-1.65111
45	0.208548	-1.85966	-1.65111
46	0.20397	-1.85508	-1.65111
47	0.210264	-1.86138	-1.65111
48	0.197534	-1.84865	-1.65111
49	0.210118	-1.86123	-1.65111
50	0.2118	-1.86291	-1.65111
51	0.197562	-1.84868	-1.65111
52	0.211494	-1.86261	-1.65111
53	0.20117	-1.85228	-1.65111
54	0.208026	-1.85914	-1.65111
55	0.208355	-1.85947	-1.65111
56	0.209187	-1.8603	-1.65111
57	0.204002	-1.85512	-1.65111
58	0.204288	-1.8554	-1.65111
59	0.202171	-1.85329	-1.65111
60	0.198686	-1.8498	-1.65111
61	0.194507	-1.84562	-1.65111
62	0.204185	-1.8553	-1.65111
63	0.200763	-1.85188	-1.65111
64	0.208308	-1.85942	-1.65111
65	0.212817	-1.86393	-1.65111
66	0.215921	-1.86704	-1.65111
67	0.205458	-1.85657	-1.65111
68	0.202592	-1.85371	-1.65111
69	0.19997	-1.85108	-1.65111
70	0.20144	-1.85255	-1.65111
71	0.198138	-1.84925	-1.65111
72	0.199046	-1.85016	-1.65111
73	0.199106	-1.85022	-1.65111
74	0.197694	-1.84881	-1.65111
75	0.210044	-1.86116	-1.65111
76	0.2034	-1.85451	-1.65111
77	0.200879	-1.85199	-1.65111
78	0.20231	-1.85342	-1.65111
79	0.199878	-1.85099	-1.65111
80	0.209843	-1.86096	-1.65111
81	0.198096	-1.84921	-1.65111
82	0.200779	-1.85189	-1.65111
83	0.213433	-1.86455	-1.65111
84	0.200527	-1.85164	-1.65111
85	0.198904	-1.85002	-1.65111
86	0.202784	-1.8539	-1.65111
87	0.202667	-1.85378	-1.65111
88	0.200652	-1.85177	-1.65111
89	0.198923	-1.85004	-1.65111
90	0.20846	-1.85957	-1.65111
91	0.20105	-1.85216	-1.65111
92	0.214663	-1.86578	-1.65111
93	0.203098	-1.85421	-1.65111
94	0.191502	-1.84262	-1.65111
95	0.205129	-1.85624	-1.65111
96	0.206533	-1.85765	-1.65111
97	0.203429	-1.85454	-1.65111
98	0.196415	-1.84753	-1.65111
99	0.202922	-1.85404	-1.65111
100	0.202673	-1.85379	-1.65111
