0.01	0.00212308
0.02	0.00805338
0.03	0.0174379
0.04	0.0298011
0.05	0.0453832
0.06	0.0637856
0.07	0.0844815
0.08	0.107474
0.09	0.132488
0.1	0.158783
0.11	0.186236
0.12	0.215568
0.13	0.246347
0.14	0.278273
0.15	0.31108
0.16	0.344063
0.19	0.444931
0.23	0.589531
0.27	0.732205
0.32	0.911704
0.39	1.18413
0.47	1.51398
0.56	1.87579
0.67	2.3345
0.8	2.82957
0.96	3.47018
1.15	4.14462
1.38	5.07268
1.65	6.201
1.98	7.55667
2.38	9.14139
2.85	11.201
3.42	13.5269
4.11	16.2339
4.93	20.1169
5.91	24.9897
7.09	30.8324
8.51	36.2614
10.21	44.4861
12.25	53.3452
14.7	61.9489
17.64	74.5772
21.17	89.1483
25.4	106.754
30.48	123.213
36.58	146.517
43.89	178.738
52.67	212.936
63.2	259.564
75.84	302.233
91.01	361.877
