0.01	2.0569e-05
0.02	8.1574e-05
0.03	0.000183441
0.04	0.000324906
0.05	0.000506329
0.06	0.000728329
0.07	0.000991147
0.08	0.00129389
0.09	0.00163737
0.1	0.00202158
0.11	0.00244353
0.12	0.0029072
0.13	0.00341066
0.14	0.00395316
0.15	0.00453681
0.16	0.0051613
0.19	0.00726853
0.23	0.0106201
0.27	0.0145938
0.32	0.0204296
0.39	0.0302107
0.47	0.0435967
0.56	0.0616197
0.67	0.0877621
0.8	0.124592
0.96	0.178609
1.15	0.254083
1.38	0.362547
1.65	0.513825
1.98	0.733103
2.38	1.05116
2.85	1.49567
3.42	2.13234
4.11	3.03107
4.93	4.25951
5.91	5.98841
7.09	8.41685
8.51	11.7474
10.21	16.2954
12.25	22.4621
14.7	30.5356
17.64	40.7271
21.17	53.7572
25.4	70.0983
30.48	88.8058
36.58	110.655
43.89	138.494
52.67	173.842
63.2	218.156
75.84	264.64
91.01	322.894
