0	0	0
0.01	0.000131966	3.25259e-05
0.02	-2.15315e-05	-0.000187247
0.03	-0.000318354	-0.000439397
0.04	-0.000468341	-0.000621358
0.05	-0.000504092	-0.00100333
0.06	-0.000430473	-0.00155101
0.07	-0.000431428	-0.00204404
0.08	-0.000533461	-0.00250057
0.09	-0.000493015	-0.00284147
0.1	-0.000503444	-0.00306992
0.11	-0.000501405	-0.00315296
0.12	-0.000628622	-0.00323109
0.13	-0.00100404	-0.00323423
0.14	-0.00124111	-0.00323359
0.15	-0.00148708	-0.00311868
0.16	-0.00173239	-0.00303751
0.19	-0.00211931	-0.00272354
0.23	-0.00165998	-0.00332689
0.27	-0.00244836	-0.00402609
0.32	-0.00425754	-0.00671691
0.39	-0.00880369	-0.0119721
0.47	-0.0178429	-0.0186965
0.56	-0.0308948	-0.0239791
0.67	-0.0454359	-0.0289236
0.8	-0.0579138	-0.0362599
0.96	-0.0700757	-0.0521097
1.15	-0.090146	-0.0769844
1.38	-0.118873	-0.124799
1.65	-0.149758	-0.179284
1.98	-0.187847	-0.259349
2.38	-0.220467	-0.340755
2.85	-0.191247	-0.490833
3.42	-0.0866322	-0.640342
4.11	0.128329	-0.814004
4.93	0.306687	-1.10426
5.91	0.539478	-1.52416
7.09	0.755555	-2.08733
8.51	0.978347	-2.68672
10.21	1.33137	-3.11386
12.25	1.87554	-3.53855
14.7	2.11986	-4.49963
17.64	2.04432	-5.41673
21.17	1.86381	-6.00143
25.4	2.73841	-6.99021
30.48	2.37592	-9.02623
36.58	1.42209	-9.08154
43.89	0.254981	-7.24009
52.67	-0.665764	-6.465
63.2	0.191115	-5.6927
75.84	4.56726	-1.14663
91.01	6.34725	-0.962473
0	6.84848	-0.401661
0.01	6.84768	-0.399041
0.02	6.84689	-0.396291
0.03	6.84627	-0.393393
0.04	6.84557	-0.390615
0.05	6.84491	-0.387876
0.06	6.84442	-0.385182
0.07	6.8441	-0.38269
0.08	6.84384	-0.37995
0.09	6.84353	-0.377304
0.1	6.84329	-0.374749
0.11	6.84306	-0.372365
0.12	6.84293	-0.369786
0.13	6.84277	-0.367233
0.14	6.84244	-0.364704
0.15	6.84211	-0.362151
0.16	6.84189	-0.359484
0.19	6.84153	-0.351851
0.23	6.84102	-0.342104
0.27	6.84091	-0.333964
0.32	6.83948	-0.322813
0.39	6.8372	-0.305199
0.47	6.83614	-0.286581
